"student_id","biggest_challenge"
"S0438","I never really know what my supervisor expects from me. Also, the workload is heavy."
"S0439","I miss home, especially during exams."
"S0441","My salary was paid late several times this year. At the end of the month I sometimes skip meals. It has been a hard year."
"S0442","Paying rent while supporting myself is a constant worry"
"S0443","I have trouble sleeping, especially before deadlines. I finally went to the counselling service, which helped. And my scholarship is not enough"
"S0444","The comments I get are very brief, so I have to guess what to fix. I am coping, but only just."
"S0445","I would say after my baby was born I could not keep a study routine."
"S0446","deadlines!!"
"S0447","Keeping up with the pace of the programme is my biggest problem. Some weeks I study more than sixty hours."
"S0448","Paying tuition fees while supporting myself is a constant worry. Without help from my family I would have had to stop."
"S0449","My supervisor has too many students to give each of us proper time. I am coping, but only just."
"S0450","Teaching duties take up most of the week, so my own research always comes last. My sleep is the first thing to suffer when deadlines come. Besides that, I feel lonely here. I hope next year is better."
"S0451","I spend my weekends studying and still feel behind. It feels like running without ever reaching the finish line. Besides that, my mental health has suffered. I have seriously thought about leaving the programme."
"S0452","there are few chances to meet other postgraduate students. Things are slowly improving."
"S0453","I had to take a part-time job to pay for my studies. The extra job means less time for my thesis. Things are slowly improving."
"S0454","I never really know what my supervisor expects from me. When we do meet, the advice is useful, but it happens rarely. Also, I never have enough time."
"S0455","getting guidance"
"S0457","Books, software and conference fees are expensive."
"S0458","I have to finish my first chapter and two assignments before the end of the month."
"S0459","Combining coursework, teaching and my thesis leaves me no time to rest."
"S0460","The other students already knew each other when I arrived. At the same time, I get little guidance. I hope next year is better."
"S0461","There are few chances to meet other postgraduate students. Online meetings do not replace having people around. I hope next year is better."
"S0462","after my baby was born I could not keep a study routine."
"S0463","Definitely keeping up with the pace of the programme is my biggest problem. Some weeks I study more than sixty hours. Besides that, I am always tired."
"S0466","I work late almost every night just to keep up."
"S0467","My supervisor and I see the project very differently. I hope next year is better"
"S0468","I miss home, especially during exams. A study group would make a big difference. Plus my supervisor and I do not always agree. I am coping, but only just"
"S0469","Combining coursework, teaching and my thesis leaves me no time to rest."
"S0470","I started having stomach problems in my second semester. Plus the reading never ends. Things are slowly improving."
"S0471","Every deadline seems to fall in the same few weeks."
"S0472","learning to use the analysis software took most of my first year. Now it is solved, but I lost a lot of time. On top of that, my family needs me."
"S0473","Honestly, burnout made me lose interest in my research for a while."
"S0474","My supervisor and I see the project very differently. On top of that, there are too many deadlines. Otherwise the programme is fine."
"S0475","Mainly I feel exhausted even after the holidays. The doctor told me to slow down, but I do not see how."
"S0476","Time."
"S0477","the biggest one is that I was assigned a supervisor from a different field who does not know my topic well. Plus I look after my two kids."
"S0478","Writing my questionnaire took far longer than I planned. At the same time, my mother has been ill."
"S0479","The reading list alone would take a year to get through. Besides that, the feedback on my work is slow. It has been a hard year."
"S0480","The comments I get are very brief, so I have to guess what to fix. Besides that, I miss my family."
"S0481","I have to finish my draft and two assignments before the end of the month. My sleep is the first thing to suffer when deadlines come. Plus home is not a quiet place to study."
"S0482","I feel exhausted even after the holidays. I am coping, but only just."
"S0483","home life"
"S0484","Books, software and conference fees are expensive. Otherwise the programme is fine"
"S0485","I borrowed money from relatives to pay for this semester"
"S0486","It is difficult to get my two supervisors to agree on anything. Other students in my group seem to get much more attention. It has been a hard year."
"S0487","I feel tired all the time and cannot concentrate"
"S0488","I would say I never really know what my supervsor expects from me. Things are slowly improving."
"S0489","Mainly burnout made me lose interest in my research for a while. The doctor told me to slow down, but I do not see how. Also, statistics is hard for me."
"S0490","The direction of my thesis changed twice after comments from my supervsor. I have started to rely on friends for advice instead."
"S0491","The reading list alone would take a year to get through."
"S0492","Our meetings are rushed and I leave with more questions than answers. Sometimes I rewrite the same section again and again without knowing if it is right."
"S0493","It is dificult to get my two supervisors to agree on anything. I am afraid to complain because I depend on their support. At the same time, I work alone all the time."
"S0494","Teaching duties take up most of the week, so my own research always comes last"
"S0495","I feel uncomfortable asking my supervisor for help. I hope next year is better."
"S0496","Our meetings are rushed and I leave with more questions than answers. I am afraid to complain because I depend on their support. I am coping, but only just."
"S0498","Combining coursework, tutoring and my thesis leaves me no time to rest. Plus I feel lonley here."
"S0499","I miss home, especially during exams. At the same time, my scholarship is not enough."
"S0500","finding participants for my study was a real problem."
"S0501","Nobody tells me whether my work is good enough until it is too late"
"S0502","I feel like an outsider in my research group."
"S0503","Every deadline seems to fall in the same few weeks"
"S0504","I drink far too much coffee just to stay awake. Plus there are too many deadlines. Otherwise the programme is fine."
"S0505","When my father was in hospital I missed a whole month of work"
"S0507","Caring for my grandmother, who was ill for most of the year, took much of my time. Childcare is expensive and not always available."
"S0509","definitely I had to take teaching to pay for my studies."
"S0511","My supervisor went on leave for a semester and I was left on my own."
"S0512","The comments I get are very brief, so I have to guess what to fix."
"S0513","The biggest one is that being far from my family makes the bad days worse. On top of that, I never have enough time."
"S0514","The data collection for my project turned out to be enormous. At the same time, I miss my family."
"S0515","I feel uncomfortable asking my supervisor for help."
"S0516","I hardly know anyone in my department. Besides that, the reading never ends"
"S0517","Family events and obligations keep interrupting my plans. My partner helps, but it is still a struggle. And stress gives me back pain."
"S0518","the comments I get are very brief, so I have to guess what to fix."
"S0520","My supervisor!"
"S0521","My scholarship does not cover my living costs. I check my bank account more often than my email."
"S0522","I was assigned a supervisor from a different field who does not know my topic well"
"S0523","Getting feedback on my questionnaire took six weeks, and by then I had lost momentum."
"S0524","The biggest one is that books, software and conference fees are expensive"
"S0525","Mainly the direction of my thesis changed twice after comments from my supervisor. Plus my grandmother has been ill"
"S0526","funding"
"S0527","It is difficult to get my two supervisors to agree on anything"
"S0529","I cannot afford to travel for data collection. I hope next year is better."
"S0531","The comments I get are very brief, so I have to guess what to fix."
"S0533","The direction of my thesis changed twice after comments from my supervisor. Other students in my group seem to get much more attention"
"S0536","I can only work late at night, when everyone at home is asleep. It has been a hard year."
"S0537","Most nights I sleep less than six hours. Things are slowly improving."
"S0538","Probably I have to finish my questionnaire and two assignments before the end of the month. At the same time, my scholarship is not enough"
"S0541","There is simply too much to do and never enough time. It feels like running without ever reaching the finish line. Plus home is not a quiet place to study"
"S0542","English writing"
"S0543","My salary was paid late several times this year. I feel embarrassed to talk about it with other students. And I do not have friends in the department. I hope next year is better."
"S0544","My supervisor has too many students to give each of us proper time."
"S0545","for me, I had to take working in an office to pay for my studies. At the same time, I am always tired."
"S0546","I started having panic attacks in my second semester. The doctor told me to slow down, but I do not see how. Plus my supervisor and I do not always agree."
"S0547","I miss home, especially during exams. It has been a hard year."
"S0549","Books, software and conference fees are expensive. On top of that, my supervisor is hard to reach."
"S0550","nobody tells me whether my work is good enough until it is too late"
"S0551","Nobody in my group works on anything close to my topic."
"S0553","Burnout made me lose interest in my research for a while. I finally went to the counselling service, which helped."
"S0554","Anxiety about my progress keeps me awake at night."
"S0555","The direction of my thesis changed twice after comments from my supervisor. It makes me doubt whether I am capable of finishing."
"S0556","My supervisor has too many students to give each of us proper time."
"S0557","My supervisor!"
"S0558","nobody tells me whether my work is good enough until it is too late. Plus stress gives me headaches."
"S0559","There is simply too much to do and never enough time."
"S0560","I feel uncomfortable asking my supervisor for help."
"S0562","the library does not have many of the journals I need."
"S0563","Finding reliable sources in my own language was difficult."
"S0564","My supervisor and I see the project very differently. I have seriously thought about leaving the programme."
"S0565","Nobody tells me whether my work is good enough until it is too late. Things are slowly improving."
"S0566","sleep"
"S0567","Writing in academic English is my biggest challenge. Nobody could tell me who was responsible. Besides that, the feedback on my work is slow. I hope next year is better."
"S0568","I stopped exercising and I can feel the difference."
"S0569","The biggest one is that I feel exhausted even after the holidays. I know I should look after myself better. Besides that, I never have enough time."
"S0571","The direction of my thesis changed twice after comments from my supervisor."
"S0572","For me, keeping up with the pace of the programme is my biggest problem."
"S0573","Definitely the other students already knew each other when I arrived."
"S0574","Definitely research is a lonely process and I miss working with others."
"S0575","Every deadline seems to fall in the same few weeks. It has been a hard year."
"S0577","Getting feedback on my questionnaire took a month, and by then I had lost momentum. Also, there are too many deadlines. Some days I think about quitting."
"S0578","Family events and obligations keep interrupting my plans. Weekends belong to the family, not to my thesis."
"S0579","my funding ends before my thesis will be finished. The extra job means less time for my thesis. At the same time, my supervisor is hard to reach."
"S0580","nobody tells me whether my work is good enough until it is too late. At the same time, I miss my family."
"S0581","Honestly, managing several assignments at the same time is exhausting."
"S0582","definitely my scholarship does not cover my living costs. Besides that, my supervisor is hard to reach."
"S0583","Honestly, my supervisor has too many students to give each of us proper time. It makes me doubt whether I am capable of finishing. Besides that, stress gives me back pain."
"S0584","I had to choose between buying a laptop and paying transport."
"S0585","mainly writing my proposal took far longer than I planned"
"S0586","Books, software and conference fees are expensive. And I get little guidance."
"S0587","My supervisor has too many students to give each of us proper time. When we do meet, the advice is useful, but it happens rarely."
"S0588","Everything depended on finding participants, which was delayed for months. Plus my mental health has suffered."
"S0589","Probably managing several assignments at the same time is exhausting."
"S0590","no friends here"
"S0591","Teaching duties take up most of the week, so my own research always comes last."
"S0592","Keeping up with the pace of the programme is my biggest problem. Also, my supervisor is hard to reach."
"S0593","Probably stress has affected my health and I get panic attacks often. Some mornings I cannot get out of bed."
"S0594","Writing my proposal took far longer than I planned."
"S0595","My supervisor went on leave for a semester and I was left on my own. At the same time, the fees keep going up. Things are slowly improving."
"S0596","Probably I was assigned a supervisor from a different field who does not know my topic well. It makes me doubt whether I am capable of finishing. I hope next year is better."
"S0598","I sent my questionnaire to my supervisor and heard nothing for over a month. It makes me doubt whether I am capable of finishing. Plus money is tight."
"S0599","every deadline seems to fall in the same few weeks."
"S0600","Every deadline seems to fall in the same few weeks."
