"student_id","biggest_challenge"
"S0400","For me, balancing family responsibilities with research is my biggest challenge. Also, burnout made me lose interest in my research for a while. It has been a difficult year."
"S0401","To be honest, balancing coursework, teaching duties and my thesis leaves me no time to rest. And I feel tired all the time and find it hard to concentrate. The workshop helped a little."
"S0402","Honestly, managing several assignments at once is exhausting. Also, I stopped exercising and I can feel the difference. I hope things get better next year."
"S0403","I miss home, especially during exam periods."
"S0404","for me, being far from my family makes the hard days harder. I hope things get better next year."
"S0405","There is simply too much to do and not enough hours in the week. Also, getting ethical approval for my study took much longer than planned."
"S0406","To be honest, I wait a long time for feedback on my chapters, sometimes more than a month. And looking after my children while studying is very difficult."
"S0407","My supervisor and I don't agree on the direction of my research. I hope things get better next year."
"S0408","Being far from my family makes the hard days harder."
"S0409","to be honest, my supervisor is very busy with other students and administration. Otherwise the programme is good"
"S0410","for me, my supervisor is hard to reach, and I often feel stuck for weeks. I hope things get better next year."
"S0411","honestly, I stopped exercising and I can feel the difference."
"S0412","Stress has affected my health and I get headaches often. I hope things get better next year."
"S0413","To be honest, I work late most nights just to keep up with the reading. And I feel tired all the time and find it hard to concentrate. I hope things get better next year."
"S0415","To be honest, there is simply too much to do and not enough hours in the week. Otherwise the programme is good."
"S0416","meetings with my supervisor are short and I leave with more questions than answers."
"S0417","I cannot afford to travel for data collection."
"S0418","honestly, I feel nervous asking my supervisor for help. Also, I have trouble sleeping, especially before deadlines."
"S0420","I feel nervous asking my supervisor for help."
"S0421","The amount of data collection for my project is overwhelming. Otherwise the programme is good."
"S0422","To be honest, I study every weekend and still feel behind. Also, my supervisor changed the focus of my thesis twice, which set me back."
"S0423","For me, deadlines pile up at the end of every semester. I hope things get better next year."
"S0424","For me, my supervisor is very busy with other students and administration."
"S0425","The amount of data collection for my project is overwhelming. I hope things get better next year."
"S0426","Honestly, there is simply too much to do and not enough hours in the week. Otherwise the programme is good"
"S0427","Writing the literature review took far longer than I expected."
"S0428","For me, after my baby was born, I struggled to keep my study routine. Also, my supervisor is very busy with other students and administration."
"S0430","To be honest, my supervisor is very busy with other students and administration. And I drink too much coffee to stay awake."
"S0432","There are few chances to meet other postgraduate students. I hope things get better next year."
"S0434","Honestly, my supervisor is hard to reach, and I often feel stuck for weeks. Also, I feel tired all the time and find it hard to concentrate."
"S0435","Writing the literature review took far longer than I expected. Otherwise the programme is good."
"S0436","It is hard to find a quiet place to study at home."
"S0437","Balancing coursework, teaching duties and my thesis leaves me no time to rest. On top of that, my supervisor and I don't agree on the direction of my research. The workshop helped a little."
"S0438","My supervisor and I don't agree on the direction of my research. Also, writing the literature review took far longer than I expected."
"S0439","I moved to a new city for my studies and I feel lonely."
"S0441","My scholarship does not cover my living costs."
"S0442","I had to take a second job to pay for my studies."
"S0443","To be honest, I was ill for several weeks and fell behind. On top of that, I worry about money more than about my research"
"S0444","Meetings with my supervisor are short and I leave with more questions than answers. Otherwise the programme is good."
"S0445","Honestly, balancing family responsibilities with research is my biggest challenge. I hope things get better next year."
"S0446","the amount of data collection for my project is overwhelming. Also, I wait a long time for feedback on my chapters, sometimes more than a month. Otherwise the programme is good."
"S0447","To be honest, there is simply too much to do and not enough hours in the week. It has been a difficult year."
"S0448","Paying tuition fees while supporting myself is a constant worry. Otherwise the programme is good."
"S0449","To be honest, I rarely get clear guidance, so I am never sure if I am on the right track. The workshop helped a little."
"S0450","For me, deadlines pile up at the end of every semester. And I miss home, especially during exam periods."
"S0451","There is simply too much to do and not enough hours in the week. And I drink too much coffee to stay awake."
"S0452","I feel like an outsider in my research group. It has been a difficult year."
"S0453","I worry about money more than about my research."
"S0454","My supervisor is very busy with other students and administration. On top of that, balancing coursework, teaching duties and my thesis leaves me no time to rest. Otherwise the programme is good."
"S0455","my supervisor changed the focus of my thesis twice, which set me back. I hope things get better next year."
"S0457","Paying tuition fees while supporting myself is a constant worry."
"S0458","There is simply too much to do and not enough hours in the week. Otherwise the programme is good."
"S0459","To be honest, managing several assignments at once is exhausting. I hope things get better next year."
"S0460","I work alone most of the time and have no one to discuss ideas with. On top of that, my supervisor changed the focus of my thesis twice, which set me back. Otherwise the programme is good."
"S0461","to be honest, I feel like an outsider in my research group. It has been a difficult year."
"S0462","honestly, family events and obligations often interrupt my plans."
"S0463","I work late most nights just to keep up with the reading. And I stopped exercising and I can feel the difference."
"S0466","To be honest, deadlines pile up at the end of every semester."
"S0467","I rarely get clear guidance, so I am never sure if I am on the right track. It has been a difficult year"
"S0468","I work alone most of the time and have no one to discuss ideas with. And my supervisor is hard to reach, and I often feel stuck for weeks. Otherwise the programme is good."
"S0469","To be honest, balancing coursework, teaching duties and my thesis leaves me no time to rest."
"S0470","For me, I drink too much coffee to stay awake. On top of that, balancing coursework, teaching duties and my thesis leaves me no time to rest. Otherwise the programme is good."
"S0471","There is simply too much to do and not enough hours in the week. It has been a difficult year."
"S0472","Writing in academic English is my biggest challenge. And it is hard to find a quiet place to study at home. It has been a dificult year."
"S0473","Stress has affected my health and I get headaches often. Otherwise the programme is good."
"S0474","My supervisor and I don't agree on the direction of my research. On top of that, writing the literature review took far longer than I expected. It has been a difficult year."
"S0475","Honestly, I feel tired all the time and find it hard to concentrate. I hope things get better next year."
"S0476","For me, managing several assignments at once is exhausting."
"S0477","For me, my supervisor and I don't agree on the direction of my research. And after my baby was born, I struggled to keep my study routine. I hope things get better next year"
"S0478","For me, I study every weekend and still feel behind. On top of that, it is hard to find a quiet place to study at home"
"S0479","managing several assignments at once is exhausting. Also, my supervisor and I don't agree on the direction of my research. It has been a difficult year"
"S0480","My supervisor is hard to reach, and I often feel stuck for weeks. On top of that, research can be a lonely process, and I miss working with others."
"S0481","Managing several assignments at once is exhausting. On top of that, after my baby was born, I struggled to keep my study routine. It has been a difficult year."
"S0482","I stopped exercising and I can feel the difference. The workshop helped a little."
"S0483","For me, balancing family responsibilities with research is my biggest challenge. I hope things get better next year."
"S0484","Transport and rent take most of my income. It has been a difficult year."
"S0485","To be honest, my salary was delayed several times, which made everything harder. I hope things get better next year."
"S0486","I rarely get clear guidance, so I am never sure if I am on the right track. Otherwise the programme is good."
"S0487","Honestly, I feel tired all the time and find it hard to concentrate."
"S0488","To be honest, I feel nervous asking my supervisor for help."
"S0489","For me, burnout made me lose interest in my research for a while. On top of that, frequent power cuts made it hard to work in the evenings. It has been a difficult year."
"S0490","To be honest, my supervisor and I don't agree on the direction of my research."
"S0491","There is simply too much to do and not enough hours in the week."
"S0492","my supervisor and I don't agree on the direction of my research. Some days I think about quitting."
"S0493","I wait a long time for feedback on my chapters, sometimes more than a month. Also, I moved to a new city for my studies and I feel lonely."
"S0494","writing the literature review took far longer than I expected."
"S0495","Honestly, my supervisor changed the focus of my thesis twice, which set me back. It has been a difficult year."
"S0496","Honestly, I rarely get clear guidance, so I am never sure if I am on the right track. Otherwise the programme is good."
"S0498","The amount of data collection for my project is overwhelming. On top of that, there are few chances to meet other postgraduate students. I hope things get better next year."
"S0499","Honestly, I don't know many people in my department. And paying tuition fees while supporting myself is a constant worry."
"S0500","Getting ethical approval for my study took much longer than planned. Otherwise the programme is good"
"S0501","To be honest, I wait a long time for feedback on my chapters, sometimes more than a month. I hope things get better next year."
"S0502","Honestly, I feel like an outsider in my research group. The workshop helped a little."
"S0503","I study every weekend and still feel behind."
"S0504","For me, I stopped exercising and I can feel the difference. On top of that, there is simply too much to do and not enough hours in the week. It has been a difficult year."
"S0505","For me, after my baby was born, I struggled to keep my study routine."
"S0507","Caring for a sick parent took a lot of my time this year. I hope things get better next year."
"S0509","buying books and paying for conferences is expensive. It has been a difficult year."
"S0511","My supervisor is hard to reach, and I often feel stuck for weeks. It has been a difficult year."
"S0512","My supervisor is hard to reach, and I often feel stuck for weeks."
"S0513","Honestly, I moved to a new city for my studies and I feel lonely. On top of that, I study every weekend and still feel behind."
"S0514","To be honest, there is simply too much to do and not enough hours in the week. And being far from my family makes the hard days harder. Otherwise the programme is good."
"S0515","Honestly, I wait a long time for feedback on my chapters, sometimes more than a month. It has been a difficult year."
"S0516","I don't know many people in my department. On top of that, I study every weekend and still feel behind. It has been a difficult year"
"S0517","My family does not really understand why a postgraduate degree takes so long. Also, stress has affected my health and I get headaches often."
"S0518","Honestly, I rarely get clear guidance, so I am never sure if I am on the right track."
"S0520","For me, my supervisor changed the focus of my thesis twice, which set me back."
"S0521","Paying tuition fees while supporting myself is a constant worry."
"S0522","For me, meetings with my supervisor are short and I leave with more questions than answers. Otherwise the programme is good."
"S0523","Honestly, my supervisor is hard to reach, and I often feel stuck for weeks. I hope things get better next year."
"S0524","buying books and paying for conferences is expensive. I hope things get better next year."
"S0525","I wait a long time for feedback on my chapters, sometimes more than a month. On top of that, after my baby was born, I struggled to keep my study routine."
"S0526","Honestly, I had to take a second job to pay for my studies. The workshop helped a little."
"S0527","to be honest, my supervisor and I don't agree on the direction of my research. I hope things get better next year."
"S0529","I cannot afford to travel for data collection. The workshop helped a little."
"S0531","For me, meetings with my supervisor are short and I leave with more questions than answers. It has been a difficult year."
"S0533","Honestly, my supervisor changed the focus of my thesis twice, which set me back. It has been a difficult year."
"S0536","To be honest, caring for a sick parent took a lot of my time this year. It has been a difficult year."
"S0537","For me, I feel tired all the time and find it hard to concentrate. I hope things get better next year."
"S0538","The amount of data collection for my project is overwhelming. And I had to take a second job to pay for my studies."
"S0541","To be honest, the amount of data collection for my project is overwhelming. Also, balancing family responsibilities with research is my biggest challenge."
"S0542","Finding participants for my data collection was a real problem. I hope things get better next year."
"S0543","I cannot afford to travel for data collection. Also, research can be a lonely process, and I miss working with others. I hope things get better next year."
"S0544","For me, my supervisor is hard to reach, and I often feel stuck for weeks. Otherwise the programme is good."
"S0545","Transport and rent take most of my income. And I was ill for several weeks and fell behind."
"S0546","Anxiety about my progress keeps me awake at night. Also, my supervisor is hard to reach, and I often feel stuck for weeks."
"S0547","There are few chances to meet other postgraduate students. Otherwise the programme is good."
"S0549","I worry about money more than about my research. Also, meetings with my supervisor are short and I leave with more questions than answers. The workshop helped a little."
"S0550","To be honest, my supervisor is hard to reach, and I often feel stuck for weeks."
"S0551","For me, being far from my family makes the hard days harder. Otherwise the programme is good."
"S0553","Honestly, I feel tired all the time and find it hard to concentrate"
"S0554","Burnout made me lose interest in my research for a while."
"S0555","for me, meetings with my supervisor are short and I leave with more questions than answers."
"S0556","To be honest, I rarely get clear guidance, so I am never sure if I am on the right track. It has been a difficult year."
"S0557","My supervisor changed the focus of my thesis twice, which set me back. Otherwise the programme is good"
"S0558","To be honest, I wait a long time for feedback on my chapters, sometimes more than a month. And I feel tired all the time and find it hard to concentrate."
"S0559","For me, balancing coursework, teaching duties and my thesis leaves me no time to rest."
"S0560","To be honest, I rarely get clear guidance, so I am never sure if I am on the right track"
"S0562","for me, administrative procedures at the university are slow and confusing. Otherwise the programme is good."
"S0563","Frequent power cuts made it hard to work in the evenings."
"S0564","To be honest, I wait a long time for feedback on my chapters, sometimes more than a month. It has been a difficult year."
"S0565","For me, my supervisor and I don't agree on the direction of my research"
"S0566","I have trouble sleeping, especially before deadlines. And I wait a long time for feedback on my chapters, sometimes more than a month. Otherwise the programme is good"
"S0567","For me, finding reliable sources in my own language was difficult. Also, my supervisor is hard to reach, and I often feel stuck for weeks."
"S0568","To be honest, I drink too much coffee to stay awake. Otherwise the programme is good."
"S0569","Honestly, burnout made me lose interest in my research for a while. On top of that, managing several assignments at once is exhausting."
"S0571","My supervisor is hard to reach, and I often feel stuck for weeks."
"S0572","Writing the literature review took far longer than I expected. It has been a difficult year."
"S0573","I don't know many people in my department. I hope things get better next year."
"S0574","To be honest, there are few chances to meet other postgraduate students. I hope things get better next year."
"S0575","To be honest, I study every weekend and still feel behind. Some days I think about quitting."
"S0577","My supervisor is very busy with other students and administration. And balancing coursework, teaching duties and my thesis leaves me no time to rest."
"S0578","Looking after my children while studying is very difficult."
"S0579","paying tuition fees while supporting myself is a constant worry. On top of that, my supervisor changed the focus of my thesis twice, which set me back. It has been a difficult year."
"S0580","My supervisor is hard to reach, and I often feel stuck for weeks. And research can be a lonely process, and I miss working with others."
"S0581","I work late most nights just to keep up with the reading."
"S0582","For me, paying tuition fees while supporting myself is a constant worry. And my supervisor changed the focus of my thesis twice, which set me back. I hope things get better next year."
"S0583","For me, I wait a long time for feedback on my chapters, sometimes more than a month. And I stopped exercising and I can feel the difference. Otherwise the programme is good"
"S0584","Transport and rent take most of my income. It has been a difficult year."
"S0585","For me, I work late most nights just to keep up with the reading. Otherwise the programme is good."
"S0586","For me, I cannot afford to travel for data collection. And my supervisor changed the focus of my thesis twice, which set me back."
"S0587","I rarely get clear guidance, so I am never sure if I am on the right track"
"S0588","Learning statistics for my analysis was harder than I expected. Also, I have trouble sleeping, especially before deadlines. The workshop helped a little."
"S0589","for me, writing the literature review took far longer than I expected."
"S0590","To be honest, there are few chances to meet other postgraduate students."
"S0591","To be honest, I work late most nights just to keep up with the reading. Otherwise the programme is good."
"S0592","The amount of data collection for my project is overwhelming. And meetings with my supervisor are short and I leave with more questions than answers. I hope things get better next year."
"S0593","Anxiety about my progress keeps me awake at night. Some days I think about quitting"
"S0594","Writing the literature review took far longer than I expected. It has been a difficult year."
"S0595","My supervisor is very busy with other students and administration. Also, I worry about money more than about my research."
"S0596","I rarely get clear guidance, so I am never sure if I am on the right track."
"S0598","For me, my supervisor is very busy with other students and administration. On top of that, I worry about money more than about my research."
"S0599","To be honest, I study every weekend and still feel behind."
"S0600","Writing the literature review took far longer than I expected."
